Duration (s),Emissions (kg),Water Consumed (L),CPU Energy (kWh),RAM Energy (kWh),Total Energy (kWh),Avg CPU Power (W),Avg RAM Power (W)
1318.6538078999147,0.0009517093072721665,0.0,0.0003427304630401499,0.0036629655383410872,0.004005696001381237,0.9344791602805241,10.0
