task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
Graphite_n_10000_run_1,2026-03-11T11:08:00,Neutron_Transport_Audit,run_1,0.7967588000465184,8.625335770362529e-07,1.0825612224598052e-06,7.980064287497209,0.0,10.0,1.4345296169982879e-06,0.0,2.195830277762316e-06,3.630359894760604e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0,0,0,0,N
Graphite_n_10000_run_2,2026-03-11T11:08:01,Neutron_Transport_Audit,run_2,0.853051999816671,9.13772210079961e-07,1.0710953358057351e-06,7.961715320721519,0.0,10.0,1.4641223581080866e-06,0.0,2.3818983334220577e-06,3.846020691530144e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0,0,0,0,N
Graphite_n_10000_run_3,2026-03-11T11:08:02,Neutron_Transport_Audit,run_3,0.8509631000924855,8.991947327104859e-07,1.056596183206019e-06,7.945624597277588,0.0,10.0,1.4852264982224842e-06,0.0,2.299438333526905e-06,3.7846648317492806e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0,0,0,0,N
Graphite_n_10000_run_4,2026-03-11T11:08:03,Neutron_Transport_Audit,run_4,0.8417122000828385,9.229928087697002e-07,1.0965101705503606e-06,7.929413680604912,0.0,10.0,1.5074474995865244e-06,0.0,2.3773822222008514e-06,3.884829721787159e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0,0,0,0,N
Graphite_n_10000_run_5,2026-03-11T11:08:03,Neutron_Transport_Audit,run_5,0.7824701999779791,8.625967158434238e-07,1.1023574844928336e-06,7.916379578371938,0.0,10.0,1.4500256426784727e-06,0.0,2.1806000001055445e-06,3.630625642784017e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0,0,0,0,N
Graphite_n_15000_run_1,2026-03-11T11:08:04,Neutron_Transport_Audit,run_1,1.0190366001334041,9.38937303016584e-07,9.213042762283538e-07,7.880165513427507,0.0,10.0,1.1218376192919386e-06,0.0,2.830101666687437e-06,3.951939285979592e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,7.4,0,87.5,12.947959899902344,N
Graphite_n_15000_run_2,2026-03-11T11:08:06,Neutron_Transport_Audit,run_2,1.0334069998934865,9.528877151255568e-07,9.220295081497164e-07,7.844653141949834,0.0,10.0,1.1396266937451199e-06,0.0,2.87102916627193e-06,4.0106558600169415e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,26.6,0,87.5,12.940261840820312,N
Graphite_n_15000_run_3,2026-03-11T11:08:07,Neutron_Transport_Audit,run_3,1.0507994999643415,9.661169546150775e-07,9.194495568168166e-07,7.809569202285851,0.0,10.0,1.152123721692537e-06,0.0,2.9142133335375957e-06,4.066337055230133e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.4,12.93536376953125,N
Graphite_n_15000_run_4,2026-03-11T11:08:08,Neutron_Transport_Audit,run_4,1.0777054000645876,9.98035811359025e-07,9.260315779202632e-07,7.775458802625919,0.0,10.0,1.1991696752560637e-06,0.0,3.0015122223024226e-06,4.200681897558595e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,6.2,0,87.5,12.948116302490234,N
Graphite_n_15000_run_5,2026-03-11T11:08:09,Neutron_Transport_Audit,run_5,1.0405097999610007,9.508161818047004e-07,9.13828603604601e-07,7.74041271985358,0.0,10.0,1.1039916038157885e-06,0.0,2.8979452779619944e-06,4.0019368817776745e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.6,12.955562591552734,N
Graphite_n_20000_run_1,2026-03-11T11:08:10,Neutron_Transport_Audit,run_1,1.2973000998608768,1.3025218403173318e-06,1.00402802370769e-06,7.7180172577735116,0.0,10.0,1.8787325298019785e-06,0.0,3.6035155554094795e-06,5.482248085211675e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,28.1,0,87.4,12.930004119873047,N
Graphite_n_20000_run_2,2026-03-11T11:08:11,Neutron_Transport_Audit,run_2,1.3053220000583678,1.3182602934064475e-06,1.0098823239880078e-06,7.6962756270041215,0.0,10.0,1.910225432732852e-06,0.0,3.6382649999318643e-06,5.548490432664933e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.6,12.961235046386719,N
Graphite_n_20000_run_3,2026-03-11T11:08:13,Neutron_Transport_Audit,run_3,1.412307399790734,1.4494051077925188e-06,1.0262199241837298e-06,7.67681059933027,0.0,10.0,2.1630328323051385e-06,0.0,3.937439444578355e-06,6.100472276883602e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,6.1,0,87.5,12.952720642089844,N
Graphite_n_20000_run_4,2026-03-11T11:08:14,Neutron_Transport_Audit,run_4,1.3155251999851316,1.311408531765371e-06,9.96875705011158e-07,7.655258750007597,0.0,10.0,1.8848628280265399e-06,0.0,3.6347888888688075e-06,5.5196517168951305e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,26.7,0,87.6,12.954174041748047,N
Graphite_n_20000_run_5,2026-03-11T11:08:16,Neutron_Transport_Audit,run_5,1.3816766999661922,1.3979974279847021e-06,1.0116874926929252e-06,7.634725127835589,0.0,10.0,2.0316377481975623e-06,0.0,3.852462222696143e-06,5.8840999708938135e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.6,12.964523315429688,N
Graphite_n_25000_run_1,2026-03-11T11:08:18,Neutron_Transport_Audit,run_1,1.7734103000257164,1.8899384427165295e-06,1.0656862124922659e-06,7.621225572496496,0.0,10.0,3.000702979417155e-06,0.0,4.953951666700771e-06,7.954654646118034e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,100.0,0,87.8,12.987323760986328,N
Graphite_n_25000_run_2,2026-03-11T11:08:19,Neutron_Transport_Audit,run_2,1.674602799816057,1.8170368860090445e-06,1.085019614378635e-06,7.610814925846869,0.0,10.0,2.990142373766121e-06,0.0,4.6576733332282915e-06,7.647815706994304e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,88.1,13.030197143554688,N
Graphite_n_25000_run_3,2026-03-11T11:08:21,Neutron_Transport_Audit,run_3,1.6094223998952657,1.7112331420866345e-06,1.063245042805929e-06,7.598506122259732,0.0,10.0,2.748505081948821e-06,0.0,4.453988055724443e-06,7.202493137673264e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,88.2,13.054092407226562,N
Graphite_n_25000_run_4,2026-03-11T11:08:23,Neutron_Transport_Audit,run_4,1.5773383998312056,1.6630259523101802e-06,1.0542861754131722e-06,7.585930341243734,0.0,10.0,2.670119864695399e-06,0.0,4.329471666521126e-06,6.999591531216525e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,88.5,13.091266632080078,N
Graphite_n_25000_run_5,2026-03-11T11:08:24,Neutron_Transport_Audit,run_5,1.6416025999933481,1.7490018891097993e-06,1.065400659936213e-06,7.574769634641804,0.0,10.0,2.838451537312981e-06,0.0,4.52300833292407e-06,7.361459870237159e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,88.0,13.018009185791016,N
Graphite_n_30000_run_1,2026-03-11T11:08:26,Neutron_Transport_Audit,run_1,1.901045999955386,2.106940973635148e-06,1.1082624854093264e-06,7.567510188378148,0.0,10.0,3.5671250242989665e-06,0.0,5.3008822219756694e-06,8.868007246274744e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.6,12.954631805419922,N
Graphite_n_30000_run_2,2026-03-11T11:08:28,Neutron_Transport_Audit,run_2,1.997440200066194,2.220721035476594e-06,1.111771299994071e-06,7.56143106970076,0.0,10.0,3.8017450650750656e-06,0.0,5.5451566663881164e-06,9.346901731463074e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.7,12.97872543334961,N
Graphite_n_30000_run_3,2026-03-11T11:08:30,Neutron_Transport_Audit,run_3,1.8005880999844521,1.9969422845304992e-06,1.10908988155809e-06,7.554424837201784,0.0,10.0,3.3776933663232783e-06,0.0,5.027335000017423e-06,8.405028366340701e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.4,12.93392562866211,N
Graphite_n_30000_run_4,2026-03-11T11:08:32,Neutron_Transport_Audit,run_4,1.709404099965468,1.8673695648548615e-06,1.09238608701158e-06,7.54597670184478,0.0,10.0,3.1025192217290325e-06,0.0,4.757144166958626e-06,7.85966338868755e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.4,12.928966522216797,N
Graphite_n_30000_run_5,2026-03-11T11:08:34,Neutron_Transport_Audit,run_5,1.7858148999512196,1.9461957980539428e-06,1.0897863959533483e-06,7.538017842169349,0.0,10.0,3.251519822517943e-06,0.0,4.9399191668878135e-06,8.191438989405865e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.4,12.935626983642578,N
Graphite_n_35000_run_1,2026-03-11T11:08:36,Neutron_Transport_Audit,run_1,2.055813599843532,2.042725954585459e-06,9.9360377436306e-07,7.518649942674866,0.0,10.0,2.8806697795294997e-06,0.0,5.717059722196074e-06,8.597729501725465e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,3.3,0,87.4,12.930191040039062,N
Graphite_n_35000_run_2,2026-03-11T11:08:38,Neutron_Transport_Audit,run_2,2.1209863999392837,2.124557639941651e-06,1.0016674233644016e-06,7.500238764273508,0.0,10.0,3.029049064102161e-06,0.0,5.9131058333959435e-06,8.942154897498104e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,3.05,0,87.45,12.944202423095703,N
Graphite_n_35000_run_3,2026-03-11T11:08:40,Neutron_Transport_Audit,run_3,2.063554499996826,2.035843206075658e-06,9.865420197657253e-07,7.4810999040629325,0.0,10.0,2.8578123082449638e-06,0.0,5.710948055558346e-06,8.568760363803201e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,13.35,0,87.3,12.917922973632812,N
Graphite_n_35000_run_4,2026-03-11T11:08:42,Neutron_Transport_Audit,run_4,1.9373734998516738,2.1621908200036757e-06,1.1160145568821976e-06,7.476407212418993,0.0,10.0,3.7223802022476717e-06,0.0,5.378170833379671e-06,9.10055103562745e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.3,12.91970443725586,N
Graphite_n_35000_run_5,2026-03-11T11:08:44,Neutron_Transport_Audit,run_5,2.0116788998711854,2.2695567799501087e-06,1.1281885279572233e-06,7.473409611161177,0.0,10.0,3.977858337000928e-06,0.0,5.57459055562507e-06,9.55244889262589e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,6.5,0,87.3,12.90911865234375,N
Graphite_n_40000_run_1,2026-03-11T11:08:46,Neutron_Transport_Audit,run_1,2.1381091000512242,2.2333512983543696e-06,1.0445072975368525e-06,7.4609439957177,0.0,10.0,3.4595021421934217e-06,0.0,5.9405597224314495e-06,9.400061864624871e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,48.849999999999994,0,87.4,12.933000564575195,N
Graphite_n_40000_run_2,2026-03-11T11:08:48,Neutron_Transport_Audit,run_2,2.2610602998174727,2.3071846996097225e-06,1.0203792833890743e-06,7.446216443648981,0.0,10.0,3.4388362234141117e-06,0.0,6.271986666575233e-06,9.710822889989453e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,3.75,0,87.3,12.920888900756836,N
Graphite_n_40000_run_3,2026-03-11T11:08:51,Neutron_Transport_Audit,run_3,2.1283484001178294,2.1804804595371282e-06,1.024474258380424e-06,7.43161623935658,0.0,10.0,3.2455803635748253e-06,0.0,5.931950833312186e-06,9.177531196886794e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,52.7,0,87.25,12.907960891723633,N
Graphite_n_40000_run_4,2026-03-11T11:08:53,Neutron_Transport_Audit,run_4,2.108889800030738,2.15603910806646e-06,1.0223344774122814e-06,7.417178882633008,0.0,10.0,3.20679740489565e-06,0.0,5.867861388509895e-06,9.074658793405653e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,88.6,0,87.15,12.897151947021484,N
Graphite_n_40000_run_5,2026-03-11T11:08:55,Neutron_Transport_Audit,run_5,2.1438881000503898,2.19965616991125e-06,1.025980999230206e-06,7.403760730202594,0.0,10.0,3.31924578492529e-06,0.0,5.938995000259631e-06,9.258240785184812e-06,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,38.400000000000006,0,87.25,12.906457901000977,N
Graphite_n_45000_run_1,2026-03-11T11:08:57,Neutron_Transport_Audit,run_1,2.4037033999338746,2.607683838917903e-06,1.0848431652205858e-06,7.396553877814837,0.0,10.0,4.295252073100646e-06,0.0,6.680356389066923e-06,1.097560846216746e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,38.55,0,87.25,12.911262512207031,N
Graphite_n_45000_run_2,2026-03-11T11:09:00,Neutron_Transport_Audit,run_2,2.434304299997166,2.642877177175642e-06,1.0856599091964365e-06,7.389376590805906,0.0,10.0,4.348313208170167e-06,0.0,6.77542222223969e-06,1.1123735430409749e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,35.05,0,87.25,12.907878875732422,N
Graphite_n_45000_run_3,2026-03-11T11:09:02,Neutron_Transport_Audit,run_3,2.4533914998173714,2.647002728408689e-06,1.0789193992594025e-06,7.382044280207997,0.0,10.0,4.340997165361163e-06,0.0,6.8001025000639405e-06,1.1141099665425104e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,35.05,0,87.2,12.89936637878418,N
Graphite_n_45000_run_4,2026-03-11T11:09:05,Neutron_Transport_Audit,run_4,2.4752519000321627,2.68958972954146e-06,1.0865673964392971e-06,7.3752734864953045,0.0,10.0,4.438086462314793e-06,0.0,6.882259721816041e-06,1.1320346184130834e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,17.35,0,87.25,12.910575866699219,N
Graphite_n_45000_run_5,2026-03-11T11:09:07,Neutron_Transport_Audit,run_5,2.431442799977958,2.619588231546734e-06,1.0773520674354278e-06,7.367593708483056,0.0,10.0,4.2623298334458146e-06,0.0,6.763383610976009e-06,1.1025713444421823e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.3,12.916738510131836,N
Graphite_n_50000_run_1,2026-03-11T11:09:10,Neutron_Transport_Audit,run_1,2.7088738000020385,3.0235387894312032e-06,1.116149113632612e-06,7.364146259544363,0.0,10.0,5.1984491015294974e-06,0.0,7.527471666819328e-06,1.2725920768348825e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,27.450000000000003,0,87.3,12.920289993286133,N
Graphite_n_50000_run_2,2026-03-11T11:09:13,Neutron_Transport_Audit,run_2,2.5992397000081837,2.8894102986802366e-06,1.1116184600403316e-06,7.360237951238046,0.0,10.0,4.9366416152648055e-06,0.0,7.224739167011355e-06,1.216138078227627e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.3,12.922969818115234,N
Graphite_n_50000_run_3,2026-03-11T11:09:15,Neutron_Transport_Audit,run_3,2.612107500201091,2.89618670386158e-06,1.1087740191990809e-06,7.356033500610534,0.0,10.0,4.9256595493326e-06,0.0,7.264242777212928e-06,1.218990232654542e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,3.8,0,87.19999999999999,12.904138565063477,N
Graphite_n_50000_run_4,2026-03-11T11:09:18,Neutron_Transport_Audit,run_4,2.913590000011027,3.23852581343931e-06,1.1115130671292633e-06,7.3522504190701925,0.0,10.0,5.531331313365874e-06,0.0,8.09945888920801e-06,1.3630790202573883e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.25,12.907197952270508,N
Graphite_n_50000_run_5,2026-03-11T11:09:21,Neutron_Transport_Audit,run_5,2.810875300085172,3.1760492136875124e-06,1.1299004318468243e-06,7.350518910017095,0.0,10.0,5.567937154367722e-06,0.0,7.799892221939733e-06,1.3367829376307455e-05,0.0,United Kingdom,GBR,england,,,Windows-10-10.0.26200-SP0,3.11.1,3.2.3,16,AMD Ryzen 7 PRO 5875U with Radeon Graphics,-2.2305,53.4702,14.7952880859375,process,0.0,0,87.25,12.906667709350586,N
