Duration (s),Emissions (kg),Water Consumed (L),CPU Energy (kWh),RAM Energy (kWh),Total Energy (kWh),Avg CPU Power (W),Avg RAM Power (W)
377.4238963993266,0.000459700418343383,0.0,0.0008862022840661786,0.0010486533630529374,0.0019348556471191147,8.546612556815044,10.0
